89000,8,2,1
89000,8,3,1
89000,8,4,1
89000,8,5,1
89000,8,6,1
89000,8,7,1
89000,8,8,1
89000,8,9,1
92000,8,0,0
92000,8,1,0
92000,8,2,0
92000,8,3,0
92000,8,4,0
92000,8,5,0
92000,8,6,0
92000,8,7,0
92000,8,8,0
92000,8,9,0
92000,7,0,1
92000,7,1,1
92000,7,2,1
92000,7,3,1
92000,7,4,1
92000,7,5,1
92000,7,6,1
92000,7,7,1
92000,7,8,1
92000,7,9,1
97000,7,0,0
97000,7,1,0
97000,7,2,0
97000,7,3,0
97000,7,4,0
97000,7,5,0
97000,7,6,0
97000,7,7,0
97000,7,8,0
97000,7,9,0
97000,6,0,1
97000,6,1,1
97000,6,2,1
97000,6,3,1
97000,6,4,1
97000,6,5,1
97000,6,6,1
97000,6,7,1
97000,6,8,1
97000,6,9,1
102000,6,0,0
102000,6,1,0
102000,6,2,0
102000,6,3,0
102000,6,4,0
102000,6,5,0
102000,6,6,0
102000,6,7,0
102000,6,8,0
102000,6,9,0
102000,5,0,1
102000,5,1,1
102000,5,2,1
102000,5,3,1
102000,5,4,1
102000,5,5,1
102000,5,6,1
102000,5,7,1
102000,5,8,1
102000,5,9,1
107000,5,0,0
107000,5,1,0
107000,5,2,0
107000,5,3,0
107000,5,4,0
107000,5,5,0
107000,5,6,0
107000,5,7,0
107000,5,8,0
107000,5,9,0
107000,4,0,1
107000,4,1,1
107000,4,2,1
107000,4,3,1
107000,4,4,1
107000,4,5,1
107000,4,6,1
107000,4,7,1
107000,4,8,1
107000,4,9,1
112000,4,0,0
112000,4,1,0
112000,4,2,0
112000,4,3,0
112000,4,4,0
112000,4,5,0
112000,4,6,0
112000,4,7,0
112000,4,8,0
112000,4,9,0
112000,3,0,1
112000,3,1,1
112000,3,2,1
112000,3,3,1
112000,3,4,1
112000,3,5,1
112000,3,6,1
112000,3,7,1
112000,3,8,1
112000,3,9,1
117000,3,0,0
117000,3,1,0
117000,3,2,0
117000,3,3,0
117000,3,4,0
117000,3,5,0
117000,3,6,0
117000,3,7,0
117000,3,8,0
117000,3,9,0
